,description,number_rates,rating,price,url
102,"<span class=""a-size-base-plus a-color-base a-text-normal"">Seeking Health | Kid's Optimal Multivitamin | Potent Nutrients &amp; Bioavailable Vitamins Formulated for Children | Iron-and Copper-Free | Free of Common Allergens | 180 Vegetarian Capsules | 30 Servings</span>",128,4.2,32.95,https://www.amazon.com/Seeking-Health-Multivitamin-Vegetarian-Supplement/dp/B00TRLLUW0/ref=sr_1_91?keywords=multivitamin+for+kids&qid=1675456070&sr=8-91
103,"<span class=""a-size-base-plus a-color-base a-text-normal"">New Chapter Kids Multivitamin Gummies - 50% Less Sugar, Kids Gummy Vitamins with Vitamins C, D3 &amp; Zinc, Non-GMO, Gluten Free, Berry-Citrus, 60ct</span>",54,4.2,15.98,https://www.amazon.com/New-Chapter-Kids-Multivitamin-Gummies/dp/B09F82RP62/ref=sr_1_92?keywords=multivitamin+for+kids&qid=1675456070&sr=8-92
104,"<span class=""a-size-base-plus a-color-base a-text-normal"">NATURELO Whole Food Multivitamin for Teens - Vitamins and Minerals for Teenage Boys and Girls - Supplement for Active Kids - with Organic Whole Foods - Non-GMO - Vegan &amp; Vegetarian - 60 Capsules</span>","5,691",4.6,24.95,https://www.amazon.com/NATURELO-Whole-Food-Multivitamin-Teens/dp/B0774242NN/ref=sr_1_93?keywords=multivitamin+for+kids&qid=1675456070&sr=8-93
105,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 60 Gummies</span>",32,4.5,5.99,https://www.amazon.com/Natures-Bounty-Multivitamin-Strawberry-Raspberry/dp/B09SKGMHH6/ref=sr_1_94?keywords=multivitamin+for+kids&qid=1675456070&sr=8-94
106,"<span class=""a-size-base-plus a-color-base a-text-normal"">SOLARAY Childrens Vitamins &amp; Minerals | Complete Multivitamin for Kids | Great Black Cherry Flavor (120 Chews, 60 Serv)</span>",927,4.5,10.99,https://www.amazon.com/Solaray-Childrens-Chewable-Vitamins-Minerals/dp/B00020I11S/ref=sr_1_95?keywords=multivitamin+for+kids&qid=1675456070&sr=8-95
107,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kids Immunity Gummy, Immune Support, Wellmune, Elderberry, Vitamin C, Zinc, Chewable Supplement, Cherry - 50 Count</span>","2,965",4.7,11.89,https://www.amazon.com/Mighty-Immunity-Supplement-WELLMUNE-Cherry/dp/B01F7VS6T8/ref=sr_1_96?keywords=multivitamin+for+kids&qid=1675456070&sr=8-96
108,"<span class=""a-size-base-plus a-color-base a-text-normal"">Multivitamin for Kids USDA Organic | Sugar Free Kids Multivitamin | Liquid Vitamins for Kids | Immune Support Supplement | Cognitive Health &amp; Overall Wellness | Vegan | 14 - 0.5 Fl Oz Pouches</span>",49,4.3,14.95,https://www.amazon.com/Multivitamin-Vitamins-Supplement-Cognitive-Wellness/dp/B0B6WV8NQB/ref=sr_1_97?keywords=multivitamin+for+kids&qid=1675456070&sr=8-97
109,"<span class=""a-size-base-plus a-color-base a-text-normal"">Culturelle Kids Probiotic + Complete Multivitamin Chewable For Kids, Ages 3+, 30 Count, Digestive Health, Oral Health &amp; Immune Support - With 11 Vitamins &amp; Minerals, including Vitamin C, D3 &amp; Zinc</span>","1,386",4.7,25.99,https://www.amazon.com/Culturelle-Probiotic-Multivitamin-Digestive-Antioxidant/dp/B07PHVLPL9/ref=sr_1_98?keywords=multivitamin+for+kids&qid=1675456070&sr=8-98
110,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies - Daily Multivitamin for Kids - Natural Immune Support Gummy, Vitamin A, D, C, E, &amp; B - Kids Vitamins Gummy Multivitamin - Children Chewable Supplement, GMO Free - 60 Gummies</span>",106,4.4,6.42,https://www.amazon.com/Kids-Multivitamin-Gummies-Immune-Support/dp/B09DLW2XX4/ref=sr_1_99?keywords=multivitamin+for+kids&qid=1675456070&sr=8-99
111,"<span class=""a-size-base-plus a-color-base a-text-normal"">MegaFood Kids Multi Gummy for Ages 4+ - Multivitamin with C, D, Zinc &amp; More for Immune &amp; Brain Support - Gluten-Free, Non-GMO - Berrylicious Flavor - 60 Gummies (30 Servings)</span>",153,4.4,14.99,https://www.amazon.com/MegaFood-Kids-Multi-Gummy-Ages/dp/B094Q35LKZ/ref=sr_1_100?keywords=multivitamin+for+kids&qid=1675456070&sr=8-100
112,"<span class=""a-size-base-plus a-color-base a-text-normal"">NovaFerrum YUM | Multivitamin with Iron for Infants and Toddlers | Multivitamin with Iron For Kids | Immune Support | Ages 4 &amp; Under | Gluten Free Certified | Sugar Free | Raspberry Grape | 2 Fl Oz (50 mL)</span>","9,111",4.5,17.99,https://www.amazon.com/NovaFerrum-Multivitamin-Supplement-Infants-Toddlers/dp/B00S7K1432/ref=sr_1_101?keywords=multivitamin+for+kids&qid=1675456070&sr=8-101
113,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Vitamins. Unflavored &amp; Tasteless Liquid Kids Multivitamin. Sugar Free 14-in-1 Vegan Supplement Drops For Kids, Children, Teens. Mix In Juice, Milk, Or Water And Your Kids Won't Even Taste It!</span>",77,4.1,16.95,https://www.amazon.com/Vitamins-Unflavored-Tasteless-Multivitamin-Supplement/dp/B0B15PCP4W/ref=sr_1_102?keywords=multivitamin+for+kids&qid=1675456070&sr=8-102
114,"<span class=""a-size-base-plus a-color-base a-text-normal"">Multivitamin with Iron Gummies for Kids - Chewable Iron Gummy Vitamins for Kids Focus Aid and Natural Energy Supplement - Kids Gummy Vitamins with Iron for Immune Support Mental Clarity and Focus</span>",488,4.4,15.77,https://www.amazon.com/Multivitamin-Iron-Gummies-Kids-Supplement/dp/B08LDYLZ5Q/ref=sr_1_103?keywords=multivitamin+for+kids&qid=1675456070&sr=8-103
115,"<span class=""a-size-base-plus a-color-base a-text-normal"">Lifeable Kids Multivitamin – Great Tasting Natural Flavor Gummy – Vegetarian, GMO Free Vitamin Supplement – with Vitamins A, C, D, E, B6, B12, Zinc, Biotin, Folic Acid, Iodine, Niacin – 90 Gummies</span>",192,4.5,16.99,https://www.amazon.com/VitaWorks-Kids-Multivitamin-Vegetarian-Supplement/dp/B08C75BHL6/ref=sr_1_104?keywords=multivitamin+for+kids&qid=1675456070&sr=8-104
116,"<span class=""a-size-base-plus a-color-base a-text-normal"">Ollly Kids Multivitamin Gummy - Sour Fruity Punch - 70 Gummies 2 Pack -Vitamins A, C, D, E, Bs and Zinc</span>",0,0,28.50,https://www.amazon.com/Ollly-Kids-Multivitamin-Gummy-Vitamins/dp/B0BS2GY8WQ/ref=sr_1_105?keywords=multivitamin+for+kids&qid=1675456070&sr=8-105
117,"<span class=""a-size-base-plus a-color-base a-text-normal"">Organic Vegetarian Kids Multivitamin Gummies by Feel Great Vitamin Co. | Plant Based Fruit Pectin Vitamins for Kids | Supports Growth of Bones &amp; Muscles and Immune System with Zinc. | 30 Day Supply</span>",62,4.6,21.97,https://www.amazon.com/Vegetarian-Multivitamin-Feel-Great-Vitamins/dp/B09CS9R1PK/ref=sr_1_106?keywords=multivitamin+for+kids&qid=1675456070&sr=8-106
118,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nordic Naturals Zero Sugar Kids Multi Gummies, Orange Lemon - 120 Gummies - Great-Tasting Multivitamin for Ages 4+ - Supports Growth &amp; Development - Non-GMO, Vegetarian - 30 Servings</span>",238,4.2,29.71,https://www.amazon.com/Nordic-Naturals-Sugar-Gummies-Orange/dp/B08H3H9XJD/ref=sr_1_107?keywords=multivitamin+for+kids&qid=1675456070&sr=8-107
119,"<span class=""a-size-base-plus a-color-base a-text-normal"">365 by Whole Foods Market, Multivitamin Childrens Gummy 60 Count</span>",408,4.7,6.99,https://www.amazon.com/365-Everday-Value-Mutlitvitamin-Gummy/dp/B084LMS3LN/ref=sr_1_108_f3_0o_fs?keywords=multivitamin+for+kids&qid=1675456070&sr=8-108
120,"<span class=""a-size-base-plus a-color-base a-text-normal"">Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 150 Count, 150 Day Supply (Pack of 1)</span>","1,240",4.7,14.28,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A004100630XRPN7K9IQO1&qualifier=1675456078&id=4471742063192621&widgetName=sp_atf_next&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB0B6WQ7NK8%2Fref%3Dice_ac_b_dpb_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-97-spons%26psc%3D1
121,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Marvel® Avengers Kids Gummy Multivitamin, Natural Grape, Orange &amp; Cherry Flavored, Supports Immune Health &amp; More, 60 Gummies</span>",37,4.7,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03340933S9WHLVIJHIKN&qualifier=1675456078&id=4471742063192621&widgetName=sp_atf_next&url=%2FNatures-Bounty-Avengers-Multivitamin-Flavored%2Fdp%2FB09SKGKTGM%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-98-spons%26psc%3D1
122,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 60 Gummies</span>",35,4.6,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03344053RTVJOYPFFD0Z&qualifier=1675456078&id=4471742063192621&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGJVG2%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-99-spons%26psc%3D1
123,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Disney® Frozen Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Vitamins A, C, D, E, and Select B Vitamins, 180 Gummies</span>",131,4.7,8.96,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A033508536FK4X7F51Z4N&qualifier=1675456078&id=4471742063192621&widgetName=sp_atf_next&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SK3PN99%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-100-spons%26psc%3D1
124,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Kids Multi Jelly Beans, Supports Healthy Growth and Development, Raspberry Orange Twist Flavor, 120 Count</span>",332,4.6,13.28,https://www.amazon.com/Natures-Bounty-Supports-Development-Raspberry/dp/B09FNC4K12/ref=sr_1_101?keywords=multivitamin+for+kids&qid=1675456078&sr=8-101
125,"<span class=""a-size-base-plus a-color-base a-text-normal"">Daily Bird Kids Liquid Multivitamin, Methylfolate (Folic Acid), Methylcobalamin, Prebiotics, Natural Whole Food Blend Vitamins, Strawberry, 16 oz. Includes Bonus Immune Boosting Tips, value $29.95</span>",40,4.1,40.00,https://www.amazon.com/Best-Nest-Multivitamin-Methylcobalamin-Wellness/dp/B08ZT2S5C1/ref=sr_1_102?keywords=multivitamin+for+kids&qid=1675456078&sr=8-102
126,"<span class=""a-size-base-plus a-color-base a-text-normal"">Amazon Brand - Solimo Kids' Vitamin C 125mg, 60 Gummies, Immune Health, 2 Month Supply</span>","4,456",4.7,5.84,https://www.amazon.com/Amazon-Brand-Solimo-Vitamin-Gummies/dp/B07GPFB6F5/ref=sr_1_103?keywords=multivitamin+for+kids&qid=1675456078&sr=8-103
127,"<span class=""a-size-base-plus a-color-base a-text-normal"">Noor Vitamins Kids Formula Daily Chewable Multivitamin: Essential Vitamins For Immune, Bone &amp; Eye Health with Iron - Non GMO &amp; Gluten Free - Halal Vitamins 60 Count (2 Month Supply)</span>",391,4.5,16.49,https://www.amazon.com/NoorVitamins-Childrens-Chewable-Multivitamins-Iron/dp/B005E9O5IU/ref=sr_1_104?keywords=multivitamin+for+kids&qid=1675456078&sr=8-104
128,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature's Bounty Kids Vitamin D3 Immune Health Support Gummies, Natural Strawberry, Orange &amp; Lemon Flavored, Non GMO + Gluten Free, 90 Gummies</span>",30,4.4,8.34,https://www.amazon.com/Natures-Bounty-Vitamin-Strawberry-Flavored/dp/B09SKDK4NN/ref=sr_1_105?keywords=multivitamin+for+kids&qid=1675456078&sr=8-105
129,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Vitamins. Unflavored &amp; Tasteless Liquid Kids Multivitamin. Sugar Free 14-in-1 Vegan Supplement Drops For Kids, Children, Teens. Mix In Juice, Milk, Or Water And Your Kids Won't Even Taste It!</span>",77,4.1,16.95,https://www.amazon.com/Vitamins-Unflavored-Tasteless-Multivitamin-Supplement/dp/B0B15PCP4W/ref=sr_1_106?keywords=multivitamin+for+kids&qid=1675456078&sr=8-106
130,"<span class=""a-size-base-plus a-color-base a-text-normal"">NutraBulk Children's Chewable Multi-Vitamin Tablets for Kids to Support Immune, Bone, and Brain, Contains All Natural Vitamins, Minerals, B Complex. Cherry Flavor (250 Count)</span>",220,4.5,21.99,https://www.amazon.com/NutraBulk-Childrens-Chewable-Multi-Vitamin-Tablets/dp/B017URHWJ2/ref=sr_1_107?keywords=multivitamin+for+kids&qid=1675456078&sr=8-107
131,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Magnesium Gummies Sugar-Free - Calm Magnesium Gummies Supplement for Children, Sugar-Free Magnesium Calm Chews for Kids &amp; Adults</span>","1,971",4.3,23.97,https://www.amazon.com/Kids-Magnesium-Gummies-Sugar-Free-Supplement/dp/B094VX6VKG/ref=sr_1_108?keywords=multivitamin+for+kids&qid=1675456078&sr=8-108
132,"<span class=""a-size-base-plus a-color-base a-text-normal"">Hello Bello Organic Kid’s Multi Vitamin Gummy – 60ct (Pack of 1)</span>",100,4.7,11.99,https://www.amazon.com/Hello-Upsy-Daisy-Organic-Vitamins-Gummies/dp/B081S87J73/ref=sr_1_109?keywords=multivitamin+for+kids&qid=1675456078&sr=8-109
133,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 60 Gummies</span>",32,4.5,5.99,https://www.amazon.com/Natures-Bounty-Multivitamin-Strawberry-Raspberry/dp/B09SKGMHH6/ref=sr_1_110?keywords=multivitamin+for+kids&qid=1675456078&sr=8-110
134,"<span class=""a-size-base-plus a-color-base a-text-normal"">Vitamin Friends Iron Multivitamin for Kids - Vegan (60 Day Supply) Ferrous Fumarate with B-Complex, Vitamin C, Zinc, Biotin - Iron Gummies Support Kids Body Function Iron Levels &amp; Anemia</span>","3,629",4.2,21.99,https://www.amazon.com/Vitamin-Friends-Kids-Iron-Gummies/dp/B005CC3X2I/ref=sr_1_111?keywords=multivitamin+for+kids&qid=1675456078&sr=8-111
135,"<span class=""a-size-base-plus a-color-base a-text-normal"">Bio Naturals Children's Liquid Multivitamin &amp; Immune Booster - Natural Supplement for Kids &amp; Toddlers with Vitamins A B C D3 E, Fiber, Fruits &amp; Vegetables - No GMOs, Gluten, Sugar, Dairy, Soy - 16oz</span>",380,4.2,29.95,https://www.amazon.com/Childrens-Liquid-Multivitamin-Supplement-Vegetables/dp/B074CKYGR9/ref=sr_1_112?keywords=multivitamin+for+kids&qid=1675456078&sr=8-112
136,"<span class=""a-size-base-plus a-color-base a-text-normal"">NaturesPlus Animal Parade Children's Chewable Multivitamin - 180 Animal-Shaped Tablets - Natural Assorted Flavors - Vegetarian, Gluten Free - 90 Servings</span>","1,996",4.6,25.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00366322HE4VFF4PULTL&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FNaturesPlus-Animal-Childrens-Chewable-Multivitamin%2Fdp%2FB00012NGZI%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-113-spons%26psc%3D1%26smid%3DA32GOXAC8X4KTS
137,"<span class=""a-size-base-plus a-color-base a-text-normal"">CHILDLIFE ESSENTIALS, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange &amp; Mango Flavor, 8 Fl Oz Bottle</span>","2,995",4.6,14.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A03676721KGTMQX5W2XLU&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FChildLife-Essentials-Vitamin-Mineral-Natural%2Fdp%2FB001E123JA%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-114-spons%26psc%3D1
138,"<span class=""a-size-base-plus a-color-base a-text-normal"">LIQUIDHEALTH 16 Oz Kids Liquid Multivitamin Complete Multiple for Children, Toddlers - Essential Vitamins &amp; Minerals Supplement, Immune Support, Gluten Free, Non GMO, Prebiotic Fiber</span>",105,4.4,33.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A04817472TI86LJLMXZ8B&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FLIQUIDHEALTH-Multivitamin-Complete-Multiple-Children%2Fdp%2FB0033L8N8Y%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-115-spons%26psc%3D1%26smid%3DA2NDL997C9GX5T
139,"<span class=""a-size-base-plus a-color-base a-text-normal"">OLLY Kid's Multivitamin + Probiotic Gummy, Vitamins A, C, D, E, B, Zinc, Digestive Support, Chewable Supplement, Berry Flavor, 60 Day Supply - 120 Count Pouch</span>","13,553",4.7,21.59,https://www.amazon.com/gp/bestsellers/hpc/3765511/ref=sr_bs_19_3765511_1
140,"<span class=""a-size-base-plus a-color-base a-text-normal"">Garden of Life Baby Multivitamin Drops, Organic Multivitamins for Infants &amp; Toddlers - Essential Vitamins &amp; Nutrients for Babies, Vegan, Gluten Free, Non-GMO, 56 Servings, 1.9 fl oz Liquid Supplement</span>","1,491",4.6,20.79,https://www.amazon.com/Garden-Life-Multivitamin-Certified-Supplement/dp/B07TP6GF2M/ref=sr_1_117?keywords=multivitamin+for+kids&qid=1675456078&sr=8-117
141,"<span class=""a-size-base-plus a-color-base a-text-normal"">Daily Multivitamin Gummies for Kids + Vitamins C, D3 &amp; Zinc for Immune Support - Children's Multivitamin Chewable, Gluten Free, Nature's Non-GMO Supplement, Tasty Strawberry Flavored - 60 Gummies</span>",335,4.6,7.42,https://www.amazon.com/Kids-Multivitamin-Gummies-Daily-Formula/dp/B08R5Q4GDZ/ref=sr_1_118?keywords=multivitamin+for+kids&qid=1675456078&sr=8-118
142,"<span class=""a-size-base-plus a-color-base a-text-normal"">Wellvites Kids Multivitamin Gummies - Sugar Free, Vegan, Non-GMO – Vitamins for Kids - Vitamin A, D, B6, B12 and C - No Artificial Sweeteners, Gluten Free, Gelatin Free - 60 Count (30 Day Supply)</span>",822,4.7,18.95,https://www.amazon.com/Wellvites-Multivitamin-Complete-Sugar-Vitamins/dp/B07NQRBV47/ref=sr_1_119?keywords=multivitamin+for+kids&qid=1675456078&sr=8-119
143,"<span class=""a-size-base-plus a-color-base a-text-normal"">Zahler Prenatal Vitamin with DHA &amp; Folate - DHA Supplements &amp; Prenatal Multivitamin for Mother and Child - Kosher Prenatal DHA Prenatal Vitamins with Iron, Pre Natal Softgels 60 Count</span>","4,802",4.6,28.95,https://www.amazon.com/Zahler-Prenatal-Vitamins-Vegetarian-Certified/dp/B01KYBTSQQ/ref=sr_1_120?keywords=multivitamin+for+kids&qid=1675456078&sr=8-120
144,"<span class=""a-size-base-plus a-color-base a-text-normal"">Kids Multivitamin Gummies - Sugar Free Daily Essential Vitamins and Minerals - Vitamin C, E and Zinc for Immune Support - Chewable Orange Flavor Vegetarian Gummy Supplement - Gluten Free - 60 Count</span>",351,4.6,8.42,https://www.amazon.com/Kids-Multivitamin-Gummies-Extra-Strength/dp/B08DW6XWHV/ref=sr_1_121?keywords=multivitamin+for+kids&qid=1675456078&sr=8-121
145,"<span class=""a-size-base-plus a-color-base a-text-normal"">Zarbee's Kid's Daily Probiotic Blend Gummies with 2 Strains for Digestive Support, Easy to Chew, Kids Daily Probiotics Gummies, Gluten-Free &amp; Drug-Free, Ages 2+, Natural Fruit Flavors, 50 Count</span>",890,4.7,13.26,https://www.amazon.com/Zarbees-Naturals-Childrens-Probiotic-Strains/dp/B086Y1ZX5S/ref=sr_1_122?keywords=multivitamin+for+kids&qid=1675456078&sr=8-122
146,"<span class=""a-size-base-plus a-color-base a-text-normal"">Herbaland Vegetarian Multivitamins Classic Gummies for Kids - 13 Essential Vitamins and Minerals, Vitamin A, C, D3, E, B6, B12, Zinc, Gluten-Free, Non-GMO - Strawberry &amp; Citrus Fruit Flavors, 60 Count</span>",172,4.3,8.19,https://www.amazon.com/Herbaland-Vegetarian-Multivitamins-Classic-Gummies/dp/B00CORLTCU/ref=sr_1_123?keywords=multivitamin+for+kids&qid=1675456078&sr=8-123
147,"<span class=""a-size-base-plus a-color-base a-text-normal"">Liquid Multivitamin for Kids Immunity Support - Toddler Multivitamin Supplement with A C D3 E B1 B2 B3 B6 and D3 Liquid Vitamins for Kids and Infants - Liquid Multivitamin Drops with DHA for Kids</span>",177,4.4,11.77,https://www.amazon.com/Liquid-Multivitamin-Kids-Immunity-Support/dp/B09DMGKN22/ref=sr_1_124?keywords=multivitamin+for+kids&qid=1675456078&sr=8-124
148,"<span class=""a-size-base-plus a-color-base a-text-normal"">Multivitamin Gummies for Kids Extra Strength Immune Support - Natural Complete Daily Gummy Vitamin - Vegetarian Multi with Vitamins A, C, E, B6, B12 for Boys, Girls, Toddler Supplement – 60 Gummies</span>",81,4.3,11.99,https://www.amazon.com/Multivitamin-Vitamins-Complete-Chewables-Strawberry/dp/B0998MLHGM/ref=sr_1_125?keywords=multivitamin+for+kids&qid=1675456078&sr=8-125
149,"<span class=""a-size-base-plus a-color-base a-text-normal"">HRMNY Kids and Toddler Gummy Multivitamins (60 Vegetarian Gummies): Vitamin D3, C and Zinc for Immune Support, B12 Methylcobalamin for Energy, Folate for Cognitive, with Iron, Gluten-Free, Non-GMO</span>",642,4.5,14.95,https://www.amazon.com/Toddler-Vegetarian-Gummy-Multivitamins-Supply/dp/B07DVT5K4M/ref=sr_1_126?keywords=multivitamin+for+kids&qid=1675456078&sr=8-126
150,"<span class=""a-size-base-plus a-color-base a-text-normal"">Lifeable Kids Multivitamin – Great Tasting Natural Flavor Gummy – Vegetarian, GMO Free Vitamin Supplement – with Vitamins A, C, D, E, B6, B12, Zinc, Biotin, Folic Acid, Iodine, Niacin – 90 Gummies</span>",192,4.5,16.99,https://www.amazon.com/VitaWorks-Kids-Multivitamin-Vegetarian-Supplement/dp/B08C75BHL6/ref=sr_1_127?keywords=multivitamin+for+kids&qid=1675456078&sr=8-127
151,"<span class=""a-size-base-plus a-color-base a-text-normal"">SmartyPants Kids Formula Daily Gummy Vitamins: Gluten Free, Multivitamin &amp; Omega 3 Fish Oil (Dha/Epa), Methyl B12, vitamin D3, Vitamin B6, 90Count (22 Day Supply) - Packaging May Vary</span>","1,225",4.6,13.99,https://www.amazon.com/SmartyPants-Complete-Daily-Gummy-Vitamins/dp/B01FB8WBHK/ref=sr_1_128?keywords=multivitamin+for+kids&qid=1675456078&rdc=1&sr=8-128
152,"<span class=""a-size-base-plus a-color-base a-text-normal"">Pure Encapsulations Junior Nutrients | Multivitamin and Mineral Supplement Without Iron for Children Ages 4 and Up* | 120 Capsules</span>",542,4.6,26.60,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05796262EM3IV8WKJIB6&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FPure-Encapsulations-Nutrients-Hypoallergenic-Multivitamin%2Fdp%2FB004GY94BW%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-129-spons%26psc%3D1%26smid%3DA2EJCTH67GJMT3
153,"<span class=""a-size-base-plus a-color-base a-text-normal"">Nature’s Bounty Star Wars™ Kids Gummy Multivitamin, Natural Strawberry &amp; Raspberry Flavored, Non-GMO, 60 Gummies</span>",32,4.5,5.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0334561315X5PM9XEN1L&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FNatures-Bounty-Multivitamin-Strawberry-Raspberry%2Fdp%2FB09SKGMHH6%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-130-spons%26psc%3D1
154,"<span class=""a-size-base-plus a-color-base a-text-normal"">Flintstones Chewable Kids Vitamins, Complete Multivitamin for Kids and Toddlers with Iron, Calcium, Vitamin C, Vitamin D &amp; more, 180ct</span>","15,134",4.6,16.70,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00861213HIWZUWPAC5M9&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FFlintstones-Vitamins-Childrens-Multivitamin-Supplement%2Fdp%2FB0771WL4SD%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26rdc%3D1%26sr%3D8-131-spons%26psc%3D1
155,"<span class=""a-size-base-plus a-color-base a-text-normal"">Premium Liquid Multivitamin For Kids | Sugar Free Kids Vitamins | 100% DV of 14 Vitamins for Kids | Multivitamin for Children Ages 4+ | Great Tasting, Non-GMO, Max 98% Absorption Rate- 16 oz, 32 Serv</span>","3,658",4.5,27.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02895541WFHK9GW7ET88&qualifier=1675456078&id=4471742063192621&widgetName=sp_mtf&url=%2FMultivitamin-Superfood-Vitamins-Multi-Vitamin-Children%2Fdp%2FB01ATYIEV8%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1675456078%26sr%3D8-132-spons%26psc%3D1%26smid%3DA1FGZPZGA6G2M5
156,"<span class=""a-size-base-plus a-color-base a-text-normal"">Flintstones Kids Elderberry Gummies with Immunity Support from Vitamin C and Zinc, Gluten Free, Dietary Supplement, 60 Count</span>",807,4.7,13.43,https://www.amazon.com/Flintstones-Elderberry-Gummies-Immunity-Supplement/dp/B08HGKKVFT/ref=sr_1_133?keywords=multivitamin+for+kids&qid=1675456078&rdc=1&sr=8-133
